"batch_id","last_chng_mn_usid","last_chng_dt","load_table","stat_code","item_code","data_cycle"
BAR60119,bar60000,2025-10-17 03:04:08.742,BTAPDT,"144","1516",D
BAR60120,bar60000,2025-10-17 03:04:08.742,BTAPDT,"145","1517",D
BAR60121,bar60000,2025-10-17 03:04:08.742,BTAPDT,"146","1518",D
BAR60122,bar60000,2025-10-17 03:04:08.742,BTAPDT,"147","1519",D
BAR60123,bar60000,2025-10-17 03:04:08.742,BTAPDT,"148","1520",D
BAR60124,bar60000,2025-10-17 03:04:08.742,BTAPDT,"149","1521",D
BAR60125,bar60000,2025-10-17 03:04:08.742,BTAPDT,"150","1522",D
BAR60126,bar60000,2025-10-17 03:04:08.742,BTAPDT,"151","1523",D
BAR60127,bar60000,2025-10-17 03:04:08.742,BTAPDT,"152","1524",D
BAR60128,bar60000,2025-10-17 03:04:08.742,BTAPDT,"153","1525",D
BAR60129,bar60000,2025-10-17 03:04:08.742,BTAPDT,"154","1526",D
BAR60130,bar60000,2025-10-17 03:04:08.742,BTAPDT,"155","1527",D
BAR60131,bar60000,2025-10-17 03:04:08.742,BTAPDT,"156","1528",D
BAR60132,bar60000,2025-10-17 03:04:08.742,BTAPDT,"157","1529",D
BAR60133,bar60000,2025-10-17 03:04:08.742,BTAPDT,"158","1530",D
BAR60134,bar60000,2025-10-17 03:04:08.742,BTAPDT,"159","1531",D
BAR60135,bar60000,2025-10-17 03:04:08.742,BTAPDT,"160","1532",D
BAR60136,bar60000,2025-10-17 03:04:08.742,BTAPDT,"161","1533",D
BAR60137,bar60000,2025-10-17 03:04:08.742,BTAPDT,"162","1534",D
